bc_id,output,distance,Alcohol,Malicacid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoidphenols,Proanth,Colorint,Hue,OD,Proline
5,2,33.098635801848616,13.354501352803315,1.8190089459822847,2.466341428595263,16.76832941603272,73.46622523319064,2.880592890763602,1.5733468263033117,0.277125683347707,1.249741522730855,3.9342061835352635,1.515045721648297,2.930675763215813,733.1862197068278
6,2,75.79480823017664,13.057202461687258,1.6772009075376424,2.1831386742339456,16.132922696264902,76.03337815604512,2.713210506234719,1.5748108288137808,0.3110355818897592,1.5964920830936356,3.8453020146576717,1.1993663553731972,3.9709366300359656,940.6440019220624
7,2,58.70529816717496,13.452353372686412,1.5395358582006664,2.504625773009282,17.215773776221127,73.15664059965926,1.765402273054976,1.5734969991316141,0.5364203053386278,0.7284730113340242,8.201990041544478,1.1635810579090307,1.6067352875350318,834.7842284248708
8,1,28.782702111997892,12.531340050192982,1.8298509321363894,1.9729577063789798,19.4488538663878,73.08282618058281,1.588012687935161,1.5791042830229591,0.6098341254711065,1.6712174090233831,8.166853273290505,0.6882862637686009,1.5645688749876663,1179.282157118933
8,3,326.61834853858466,12.531763353585342,1.8292429595393385,1.9729810215782992,19.449041607480016,73.08269369300963,1.5887149332279937,1.5744575345935101,0.6098136964607526,1.6713733925098262,8.16778860763515,0.6882897010217193,1.5625981616482514,1179.2815099998968
9,2,58.32593665195341,13.624621648721964,2.1699518196342877,2.3662905690646214,19.36480293483565,161.16857294456375,1.836237836131514,0.8645265242191741,0.36687424726080525,1.265368417258173,4.809209588878558,0.9703334394396512,1.8218682960702666,468.8021214693074
10,2,11.622972967655366,13.795302741344429,1.4366657261278097,2.5458506496152906,19.22612163078596,83.936274403559,1.5335927171637804,1.577015492330474,0.4473318685832722,1.2148515746843043,9.583499497762169,0.9295392738517738,2.8817440795838474,557.0337677301607
11,2,57.65997205899906,12.447283977364185,1.805323223388422,2.455868972223969,20.239856798275284,161.61456619729074,2.2892786349053655,1.5754250156473815,0.37183651478817187,0.8634419869217272,4.505965083297741,0.7764733848517847,1.7175340632716416,354.64331986008807
12,2,434.1330432027967,13.434881413433924,2.021898839020121,1.996613241550762,14.362993326662023,160.81531790294005,1.8469546582979384,1.2229410628649962,0.26699137832663367,1.0496058755926012,6.46368102120384,0.9706359902096309,1.9753729665107074,1371.0800351759874
13,2,574.8109943269098,13.728166191461513,1.4596295912241863,3.02880544377977,24.573493183829502,143.16214318392926,2.723917103741096,0.46836463514319066,0.2588735250400029,1.878535284978201,8.281362005420775,0.9705916517262176,2.4611955271000623,1511.440485050299
14,2,179.93227438969163,14.333379409466364,1.0122484121149786,1.926205274127598,18.02154814358806,159.85440471906767,3.829784263752047,1.1339196066767403,0.1707385834186174,2.8572144192549764,4.4949443520352,0.9706206840043632,2.8436055288927315,1116.8869787517742
15,2,145.174241954888,13.748576605857211,3.2886516596168667,2.374988079939397,14.076128461290635,75.85186620613638,1.5733721699811092,0.9373065487084715,0.44693665866753307,1.7787602624820391,4.526132456351604,0.9700626620969556,2.359337638917728,1053.6888927329514
16,2,14.533375761408983,11.26042957120488,3.082014812107429,2.218534451133129,22.756815008423036,76.75244623952857,1.166254078444107,1.2255542158665456,0.6076250966948193,1.3440588012214516,4.788081579531984,0.9706140929103887,1.3758985180164753,283.14257491565917
17,2,734.5329960006874,13.45321894394022,1.438797594396745,1.6163589632641029,16.669793217897364,135.51903062517408,1.7236808489731814,1.1030114388090377,0.36724760081047614,2.6450660110307562,8.401458644785993,0.9700228322530928,3.3948818818975557,1671.0259455193861
18,2,14.81587421913415,11.57610357404841,2.8668102589331714,2.8536000509465205,16.608520119216678,73.75132651331899,1.461788797074456,0.8278954221606686,0.5370014739756281,1.3631146465641717,4.25534892802225,0.9702538452293455,3.0900413224207597,415.0712117118987
19,2,55.91272541148397,11.622682071705938,2.899802660764009,1.9477002904713112,16.88222107727458,161.9644300888571,2.384423213189007,1.3247311328085793,0.15372490006054274,3.2881842774235563,7.129926920797294,0.970487257400416,2.825885658185292,992.6554761201767
20,2,335.26666049199343,13.86177393900336,3.6890146005039086,2.11367087625032,19.47643644375316,127.94547334559552,3.145910589041877,1.476844822191538,0.3875498409749492,2.5429369516752183,10.980155033149067,0.9703228325523983,2.5638189777003655,1270.4145846721203
9,3,50.867276964489335,13.624410537595226,2.1701624141179265,2.3675394806627224,19.364120233476203,161.16865686163203,1.8365371093258338,0.8643880208277647,0.3673714349007346,1.264210020583076,4.809416130803321,0.9691556909454778,1.8237369842129951,468.8028588136582
10,3,13.865350270650707,13.795524444913145,1.4366879244257904,2.5469681721340858,19.226624303193,83.93567789326232,1.5335320373770245,1.5726242724904145,0.4470304145213267,1.2153330505960753,9.584292911824399,0.9292552208757168,2.881891782559096,557.0337959547376
11,3,101.58895988736676,12.448007714906602,1.8052554141374508,2.4561352894703443,20.24102105725488,161.61457407593255,2.2898045459674528,1.573727243127434,0.3717977977674696,0.8631947833973258,4.50572888438634,0.7753604813077888,1.718225684270952,354.64158463414174
12,3,518.4083784647578,13.43547941614134,2.021153601250804,1.9960503291177842,14.362760137244743,160.81493746962457,1.8469833244282643,1.2234021664206887,0.26667668725780785,1.0499605394311395,6.463711333562013,0.9695072398360894,1.975326770155958,1371.080181923339
13,3,657.1960796533124,13.730960593367412,1.459779932422471,3.027566311856882,24.576387350356008,143.15396705984534,2.725326743535597,0.4668947709291325,0.2586867837663515,1.8794231707281213,8.279523459597442,0.969866118348283,2.462493068765548,1511.4203551655542
14,3,266.29259066517153,14.333449950369335,1.0111247700082544,1.9264241690201993,18.02176543980928,159.8556983875833,3.830430568530166,1.1333670772175781,0.17114611078044764,2.859214170218442,4.49515350699667,0.9698872550292337,2.842844121143238,1116.8873595914604
15,3,202.03786639330426,13.746938735379418,3.2884284697132613,2.37530711472637,14.072806874116154,75.85204103370447,1.5711034206357932,0.9372127325845473,0.44677619271435637,1.7779759211887045,4.5259417412660765,0.9689160251968895,2.358948207767721,1053.685951441984
16,3,147.251207054592,11.2607229222132,3.0829286987778284,2.218801805133988,22.756992403034808,76.75267963709084,1.165990713750374,1.2267911214916147,0.6072275029248295,1.3439972105109583,4.787844641712663,0.9694539493898022,1.375651892681077,283.1436507202484
17,3,816.3744238221427,13.453598883626691,1.4386004974718198,1.616443199180865,16.66981622200465,135.51873861268425,1.7234424118088387,1.1026706938450874,0.36737559272458453,2.64491506905349,8.401497405325289,0.9699576289964085,3.3948730621988803,1671.0259751206358
18,3,44.47528683809338,11.575660732638385,2.867610419492585,2.8535402494701665,16.609299867882356,73.75134172785998,1.4619360574121583,0.8281077401020257,0.5365281899145731,1.3633911030341426,4.254548586016612,0.9692470170042146,3.089561620522418,415.0717322739678
19,3,146.48373081167205,11.62273565566629,2.89995703624582,1.9477244175675053,16.882007786552304,161.96451583135408,2.38457490914656,1.3250017472610491,0.1537082931221328,3.2880674684767763,7.1300554877977005,0.9694650600850688,2.8259059318532174,992.6557504722945
20,3,415.74120011896275,13.862144099321393,3.689245515254796,2.114713844685043,19.475970686518895,127.94615702106171,3.1464506048972907,1.4770833196971345,0.3876981199861374,2.5433553748579873,10.979627207212076,0.969370003122874,2.564078282770053,1270.414484730294
